img1,img2,label
079_7.tif,079_8.tif,1
005_4.tif,005_5.tif,1
058_1.tif,058_3.tif,1
301__F_Left_little_finger.BMP,301__F_Left_little_finger_Zcut_1.BMP,1
393__M_Left_ring_finger.BMP,10__M_Right_thumb_finger_CR_1.BMP,0
022_1.tif,022_8.tif,1
022_8_7.tif,057_4_1.tif,0
033_3.tif,033_5.tif,1
174__F_Left_middle_finger.BMP,174__F_Left_middle_finger_CR_2.BMP,1
117__F_Left_ring_finger.BMP,117__F_Left_ring_finger_Obl_3.BMP,1
290__M_Left_ring_finger.BMP,290__M_Left_ring_finger_Zcut_1.BMP,1
010_7.tif,092_2.tif,0
013_2_5.tif,027_6_8.tif,0
224__M_Right_little_finger.BMP,493__M_Right_middle_finger_Obl_2.BMP,0
016_3.tif,016_6.tif,1
046_4.tif,046_5.tif,1
027_2_1.tif,027_6_6.tif,0
554__M_Left_index_finger.BMP,125__M_Right_middle_finger_Obl_2.BMP,0
063_1.tif,063_8.tif,1
26__M_Right_thumb_finger.BMP,26__M_Right_thumb_finger_Zcut_1.BMP,1
083_5.tif,064_1.tif,0
032_4.tif,041_6.tif,0
097_6.tif,103_7.tif,0
003_2.tif,089_1.tif,0
048_6.tif,086_5.tif,0
045_1.tif,106_8.tif,0
060_3.tif,060_8.tif,1
590__M_Right_little_finger.BMP,590__M_Right_little_finger_CR_1.BMP,1
040_5.tif,040_6.tif,1
002_1.tif,094_7.tif,0
080_7.tif,059_7.tif,0
031_5.tif,007_7.tif,0
057_5.tif,022_6.tif,0
003_2.tif,032_4.tif,0
084_8.tif,072_2.tif,0
017_2.tif,017_4.tif,1
005_5.tif,005_8.tif,1
014_4.tif,052_7.tif,0
352__M_Right_middle_finger.BMP,352__M_Right_middle_finger_CR_2.BMP,1
042_1.tif,110_4.tif,0
056_7.tif,009_4.tif,0
114_4.tif,114_6.tif,1
012_10_1.tif,076_10_5.tif,0
104_3.tif,104_7.tif,1
017_9_5.tif,022_3_8.tif,0
060_2.tif,019_4.tif,0
032_3.tif,032_6.tif,1
072_2.tif,040_3.tif,0
057_4_8.tif,076_1_7.tif,0
013_1_8.tif,017_5_4.tif,0
044_5.tif,027_1.tif,0
41__M_Left_little_finger.BMP,446__M_Left_index_finger_Zcut_3.BMP,0
095_6.tif,061_1.tif,0
012_5_2.tif,013_6_6.tif,0
012_10_6.tif,022_5_1.tif,0
538__M_Right_little_finger.BMP,187__M_Left_little_finger_CR_1.BMP,0
111_2.tif,111_7.tif,1
034_2.tif,034_6.tif,1
579__M_Right_middle_finger.BMP,266__M_Left_ring_finger_Zcut_3.BMP,0
041_7.tif,089_4.tif,0
037_5.tif,019_3.tif,0
061_1.tif,065_6.tif,0
110_4.tif,047_6.tif,0
002_1.tif,021_4.tif,0
017_1_2.tif,076_10_3.tif,0
587__M_Right_ring_finger.BMP,587__M_Right_ring_finger_Obl_3.BMP,1
153__M_Right_index_finger.BMP,226__M_Right_little_finger_Zcut_3.BMP,0
230__M_Left_little_finger.BMP,53__M_Right_middle_finger_Obl_2.BMP,0
014_1.tif,038_7.tif,0
120_3.tif,120_6.tif,1
017_3_3.tif,017_4_8.tif,0
018_2.tif,018_6.tif,1
406__M_Right_index_finger.BMP,406__M_Right_index_finger_Obl_2.BMP,1
091_1.tif,059_4.tif,0
017_8_5.tif,022_8_3.tif,0
012_4_3.tif,022_10_3.tif,0
017_9_2.tif,017_9_5.tif,1
022_10_2.tif,027_3_5.tif,0
90__M_Left_little_finger.BMP,149__F_Left_thumb_finger_Zcut_3.BMP,0
200__M_Right_middle_finger.BMP,99__M_Right_thumb_finger_Zcut_1.BMP,0
025_4.tif,025_7.tif,1
012_6_5.tif,076_4_4.tif,0
013_4_8.tif,017_6_6.tif,0
286__M_Right_thumb_finger.BMP,286__M_Right_thumb_finger_Zcut_1.BMP,1
525__M_Right_ring_finger.BMP,525__M_Right_ring_finger_Zcut_3.BMP,1
587__M_Left_middle_finger.BMP,180__F_Right_little_finger_CR_1.BMP,0
060_1.tif,060_8.tif,1
012_1_5.tif,022_3_4.tif,0
091_5.tif,023_1.tif,0
068_4.tif,025_8.tif,0
057_2_5.tif,076_9_2.tif,0
083_7.tif,089_7.tif,0
012_3_4.tif,017_8_6.tif,0
013_10_7.tif,017_5_7.tif,0
83__M_Left_little_finger.BMP,83__M_Left_little_finger_CR_1.BMP,1
005_1.tif,005_2.tif,1
038_1.tif,080_5.tif,0
017_4.tif,017_7.tif,1
067_1.tif,035_8.tif,0
017_6_6.tif,057_2_8.tif,0
089_7.tif,020_5.tif,0
022_6_5.tif,022_6_6.tif,1
048_8.tif,118_3.tif,0
017_5_1.tif,017_5_6.tif,1
056_5.tif,049_6.tif,0
039_2.tif,077_5.tif,0
046_3.tif,046_4.tif,1
056_5.tif,056_6.tif,1
220__F_Left_little_finger.BMP,220__F_Left_little_finger_CR_2.BMP,1
011_1.tif,011_2.tif,1
435__F_Left_middle_finger.BMP,107__M_Right_middle_finger_CR_3.BMP,0
012_2_7.tif,057_4_2.tif,0
109_2.tif,017_7.tif,0
013_3_8.tif,027_5_8.tif,0
268__M_Left_thumb_finger.BMP,397__M_Left_little_finger_Obl_1.BMP,0
577__M_Right_thumb_finger.BMP,577__M_Right_thumb_finger_Obl_3.BMP,1
2__F_Left_ring_finger.BMP,137__M_Left_ring_finger_CR_1.BMP,0
385__M_Right_ring_finger.BMP,356__M_Left_ring_finger_Zcut_2.BMP,0
032_7.tif,039_6.tif,0
023_4.tif,023_8.tif,1
012_3_7.tif,012_3_8.tif,1
011_2.tif,095_7.tif,0
138__M_Left_little_finger.BMP,378__F_Left_ring_finger_CR_3.BMP,0
101_2.tif,074_7.tif,0
410__M_Left_index_finger.BMP,410__M_Left_index_finger_CR_1.BMP,1
012_6_3.tif,027_2_5.tif,0
177__F_Left_little_finger.BMP,410__M_Right_thumb_finger_CR_1.BMP,0
103_2.tif,046_7.tif,0
112_4.tif,112_5.tif,1
002_1.tif,002_2.tif,1
035_5.tif,091_3.tif,0
012_7_3.tif,022_8_7.tif,0
078_8.tif,049_7.tif,0
012_2_6.tif,076_4_2.tif,0
059_3.tif,036_1.tif,0
108_1.tif,080_3.tif,0
523__F_Left_middle_finger.BMP,594__M_Left_little_finger_CR_3.BMP,0
510__M_Right_little_finger.BMP,177__F_Left_little_finger_Obl_1.BMP,0
012_5_3.tif,027_7_4.tif,0
014_6.tif,097_2.tif,0
122__M_Left_index_finger.BMP,122__M_Left_index_finger_CR_3.BMP,1
005_4.tif,017_4.tif,0
358__M_Left_thumb_finger.BMP,325__M_Left_middle_finger_Obl_3.BMP,0
107_2.tif,118_5.tif,0
113_7.tif,008_6.tif,0
087_7.tif,046_6.tif,0
337__F_Right_ring_finger.BMP,356__M_Right_index_finger_CR_3.BMP,0
118_2.tif,115_2.tif,0
017_8_2.tif,017_9_1.tif,0
051_3.tif,051_5.tif,1
429__M_Right_ring_finger.BMP,287__M_Left_index_finger_Zcut_1.BMP,0
012_10_2.tif,027_6_7.tif,0
033_2.tif,015_2.tif,0
057_1_4.tif,076_6_1.tif,0
109_7.tif,009_5.tif,0
017_9_5.tif,022_6_8.tif,0
057_3_5.tif,057_4_7.tif,0
197__M_Right_index_finger.BMP,390__F_Left_thumb_finger_Obl_3.BMP,0
124__M_Left_ring_finger.BMP,534__F_Left_middle_finger_Obl_1.BMP,0
082_2.tif,082_8.tif,1
128__M_Left_little_finger.BMP,128__M_Left_little_finger_CR_2.BMP,1
012_3_5.tif,027_6_8.tif,0
040_6.tif,044_4.tif,0
103_6.tif,013_1.tif,0
031_4.tif,009_1.tif,0
341__M_Right_ring_finger.BMP,567__M_Left_ring_finger_Obl_3.BMP,0
157__M_Right_little_finger.BMP,157__M_Right_little_finger_CR_1.BMP,1
011_2.tif,011_6.tif,1
027_9_6.tif,027_9_8.tif,1
090_4.tif,113_4.tif,0
027_8_3.tif,076_7_3.tif,0
028_1.tif,039_3.tif,0
047_1.tif,047_2.tif,1
020_5.tif,039_5.tif,0
005_7.tif,005_8.tif,1
073_1.tif,073_5.tif,1
090_6.tif,087_3.tif,0
070_1.tif,082_5.tif,0
096_1.tif,096_6.tif,1
280__M_Left_index_finger.BMP,280__M_Left_index_finger_CR_1.BMP,1
133__M_Left_little_finger.BMP,133__M_Left_little_finger_Zcut_3.BMP,1
012_9_6.tif,013_6_1.tif,0
103_5.tif,103_6.tif,1
022_5_4.tif,027_5_4.tif,0
071_6.tif,024_3.tif,0
017_5_2.tif,027_9_4.tif,0
017_4_1.tif,017_4_5.tif,1
012_2_2.tif,017_10_1.tif,0
045_2.tif,114_8.tif,0
048_5.tif,057_7.tif,0
17__M_Left_middle_finger.BMP,17__M_Left_middle_finger_Zcut_2.BMP,1
10__M_Left_little_finger.BMP,443__M_Left_thumb_finger_Obl_1.BMP,0
003_1.tif,003_5.tif,1
21__M_Right_index_finger.BMP,21__M_Right_index_finger_Obl_3.BMP,1
014_5.tif,096_2.tif,0
006_7.tif,006_8.tif,1
113_3.tif,113_7.tif,1
035_8.tif,055_8.tif,0
120_1.tif,120_5.tif,1
059_6.tif,025_3.tif,0
069_8.tif,030_6.tif,0
538__M_Left_little_finger.BMP,213__M_Right_thumb_finger_Obl_2.BMP,0
054_8.tif,115_8.tif,0
047_5.tif,090_2.tif,0
116_7.tif,046_2.tif,0
014_3.tif,045_4.tif,0
225__M_Left_index_finger.BMP,225__M_Left_index_finger_CR_2.BMP,1
257__M_Right_ring_finger.BMP,519__M_Right_middle_finger_Obl_3.BMP,0
012_6_3.tif,076_9_4.tif,0
092_7.tif,043_5.tif,0
430__F_Left_little_finger.BMP,430__F_Left_little_finger_Zcut_1.BMP,1
012_9_8.tif,017_4_2.tif,0
031_1.tif,031_3.tif,1
425__M_Left_index_finger.BMP,425__M_Left_index_finger_Zcut_1.BMP,1
120_2.tif,120_5.tif,1
550__F_Right_little_finger.BMP,103__F_Right_middle_finger_CR_3.BMP,0
416__M_Left_ring_finger.BMP,209__F_Right_index_finger_Zcut_3.BMP,0
028_6.tif,089_2.tif,0
302__M_Left_ring_finger.BMP,302__M_Left_ring_finger_Obl_2.BMP,1
013_4_4.tif,017_6_4.tif,0
464__M_Right_ring_finger.BMP,189__F_Right_ring_finger_Zcut_1.BMP,0
166__M_Left_little_finger.BMP,24__F_Right_index_finger_Obl_3.BMP,0
045_1.tif,045_6.tif,1
012_7_1.tif,022_6_5.tif,0
149__F_Left_ring_finger.BMP,149__F_Left_ring_finger_Obl_3.BMP,1
025_3.tif,102_1.tif,0
020_4.tif,074_8.tif,0
559__M_Right_little_finger.BMP,569__M_Left_index_finger_CR_3.BMP,0
012_9_2.tif,012_9_3.tif,1
137__M_Right_ring_finger.BMP,304__M_Left_ring_finger_Obl_1.BMP,0
076_6.tif,066_2.tif,0
037_5.tif,024_3.tif,0
012_7.tif,080_8.tif,0
489__M_Right_thumb_finger.BMP,489__M_Right_thumb_finger_Zcut_3.BMP,1
439__M_Left_index_finger.BMP,526__F_Right_middle_finger_Obl_3.BMP,0
013_8_1.tif,076_2_5.tif,0
511__M_Right_middle_finger.BMP,263__F_Left_ring_finger_CR_3.BMP,0
111_3.tif,033_6.tif,0
495__M_Right_thumb_finger.BMP,447__M_Left_ring_finger_CR_2.BMP,0
093_6.tif,018_3.tif,0
044_4.tif,054_1.tif,0
069_3.tif,069_8.tif,1
399__M_Right_thumb_finger.BMP,399__M_Right_thumb_finger_Obl_2.BMP,1
065_2.tif,065_8.tif,1
027_4_1.tif,076_10_7.tif,0
026_8.tif,013_7.tif,0
017_10_8.tif,076_6_3.tif,0
013_5_5.tif,027_3_1.tif,0
074_7.tif,113_4.tif,0
185__M_Right_ring_finger.BMP,185__M_Right_ring_finger_Obl_1.BMP,1
18__M_Right_middle_finger.BMP,18__M_Right_middle_finger_CR_1.BMP,1
027_3_4.tif,027_8_7.tif,0
077_8.tif,001_2.tif,0
093_4.tif,093_8.tif,1
288__M_Right_ring_finger.BMP,538__M_Right_little_finger_Obl_1.BMP,0
369__F_Right_middle_finger.BMP,368__M_Right_ring_finger_Obl_2.BMP,0
528__F_Right_thumb_finger.BMP,390__F_Left_ring_finger_CR_1.BMP,0
073_1.tif,073_8.tif,1
042_5.tif,096_2.tif,0
039_2.tif,039_3.tif,1
73__M_Left_little_finger.BMP,73__M_Left_little_finger_Zcut_2.BMP,1
313__M_Left_little_finger.BMP,56__F_Left_thumb_finger_Obl_1.BMP,0
86__M_Right_ring_finger.BMP,86__M_Right_ring_finger_CR_1.BMP,1
006_6.tif,026_6.tif,0
107_4.tif,103_7.tif,0
523__F_Left_little_finger.BMP,554__M_Left_ring_finger_Obl_3.BMP,0
022_4_2.tif,057_1_5.tif,0
053_1.tif,053_5.tif,1
017_2_7.tif,057_5_1.tif,0
052_7.tif,105_8.tif,0
089_1.tif,089_3.tif,1
421__F_Right_thumb_finger.BMP,57__M_Right_little_finger_CR_2.BMP,0
132__M_Right_middle_finger.BMP,582__M_Left_little_finger_CR_2.BMP,0
027_9_7.tif,076_3_5.tif,0
082_4.tif,079_6.tif,0
215__M_Right_middle_finger.BMP,331__M_Left_index_finger_Obl_1.BMP,0
560__F_Left_little_finger.BMP,560__F_Left_little_finger_Obl_3.BMP,1
074_5.tif,048_1.tif,0
076_10_2.tif,076_10_5.tif,1
009_2.tif,044_7.tif,0
012_6_8.tif,017_7_6.tif,0
085_4.tif,085_7.tif,1
038_5.tif,019_3.tif,0
013_3_4.tif,017_1_7.tif,0
022_4_3.tif,027_7_8.tif,0
002_2.tif,081_6.tif,0
112_6.tif,094_4.tif,0
73__M_Left_index_finger.BMP,362__M_Left_thumb_finger_Obl_1.BMP,0
027_3.tif,027_6.tif,1
022_5_7.tif,057_4_8.tif,0
022_5_5.tif,057_1_2.tif,0
158__M_Left_little_finger.BMP,21__M_Right_thumb_finger_Obl_2.BMP,0
017_5_2.tif,022_4_5.tif,0
304__M_Right_middle_finger.BMP,304__M_Right_middle_finger_Zcut_1.BMP,1
022_10_7.tif,027_3_5.tif,0
005_6.tif,070_6.tif,0
437__M_Right_ring_finger.BMP,185__M_Right_middle_finger_Obl_3.BMP,0
162__M_Left_index_finger.BMP,596__M_Right_index_finger_Zcut_3.BMP,0
053_4.tif,005_4.tif,0
042_3.tif,042_4.tif,1
100_1.tif,100_2.tif,1
351__M_Right_ring_finger.BMP,351__M_Right_ring_finger_CR_2.BMP,1
027_3_8.tif,076_3_2.tif,0
017_6_6.tif,022_9_5.tif,0
184__M_Left_ring_finger.BMP,184__M_Left_ring_finger_Obl_3.BMP,1
521__M_Left_thumb_finger.BMP,409__M_Left_ring_finger_Obl_3.BMP,0
590__M_Left_ring_finger.BMP,577__M_Left_middle_finger_CR_3.BMP,0
048_8.tif,092_3.tif,0
017_8_8.tif,022_3_5.tif,0
012_2_2.tif,027_10_7.tif,0
006_1.tif,098_4.tif,0
314__M_Left_middle_finger.BMP,110__F_Right_ring_finger_Obl_3.BMP,0
395__M_Left_middle_finger.BMP,55__M_Right_thumb_finger_Zcut_2.BMP,0
010_1.tif,019_5.tif,0
040_7.tif,018_6.tif,0
471__M_Right_thumb_finger.BMP,371__M_Left_little_finger_Zcut_1.BMP,0
012_9_3.tif,022_10_6.tif,0
261__M_Right_little_finger.BMP,261__M_Right_little_finger_Obl_1.BMP,1
022_1_7.tif,027_6_3.tif,0
096_4.tif,101_3.tif,0
18__M_Right_middle_finger.BMP,538__M_Right_thumb_finger_CR_2.BMP,0
470__F_Left_thumb_finger.BMP,470__F_Left_thumb_finger_Zcut_1.BMP,1
463__F_Right_ring_finger.BMP,382__M_Right_ring_finger_Zcut_2.BMP,0
012_4_4.tif,012_5_5.tif,0
093_1.tif,001_8.tif,0
013_1_1.tif,027_3_7.tif,0
019_4.tif,077_6.tif,0
012_10_6.tif,017_1_5.tif,0
101_3.tif,080_7.tif,0
012_8_3.tif,027_7_7.tif,0
051_5.tif,116_1.tif,0
066_5.tif,114_6.tif,0
182__M_Left_little_finger.BMP,182__M_Left_little_finger_CR_3.BMP,1
012_5_3.tif,012_7_7.tif,0
120_2.tif,120_3.tif,1
013_1_4.tif,057_4_3.tif,0
099_3.tif,038_8.tif,0
021_7.tif,035_4.tif,0
013_5_5.tif,022_7_1.tif,0
172__M_Right_middle_finger.BMP,172__M_Right_middle_finger_Zcut_3.BMP,1
492__F_Right_middle_finger.BMP,492__F_Right_middle_finger_CR_3.BMP,1
102_4.tif,102_5.tif,1
169__F_Right_little_finger.BMP,169__F_Right_little_finger_Obl_3.BMP,1
017_7_5.tif,076_3_2.tif,0
012_5_4.tif,017_8_6.tif,0
017_2_2.tif,017_2_4.tif,1
027_6.tif,066_1.tif,0
005_3.tif,016_7.tif,0
067_3.tif,080_4.tif,0
087_4.tif,013_3.tif,0
053_5.tif,003_6.tif,0
487__M_Left_index_finger.BMP,60__M_Right_ring_finger_Obl_3.BMP,0
037_1.tif,037_5.tif,1
074_2.tif,025_6.tif,0
013_3_4.tif,076_10_2.tif,0
437__M_Left_little_finger.BMP,137__M_Right_middle_finger_Zcut_3.BMP,0
022_6_6.tif,076_10_8.tif,0
46__M_Left_index_finger.BMP,504__M_Right_ring_finger_CR_1.BMP,0
026_3.tif,026_6.tif,1
017_7_4.tif,027_6_7.tif,0
420__M_Left_index_finger.BMP,420__M_Left_index_finger_CR_2.BMP,1
063_7.tif,092_4.tif,0
072_1.tif,072_8.tif,1
189__F_Left_ring_finger.BMP,189__F_Left_ring_finger_Zcut_3.BMP,1
012_5_7.tif,027_7_2.tif,0
102_8.tif,058_2.tif,0
027_2_3.tif,076_2_5.tif,0
044_3.tif,064_5.tif,0
321__M_Right_middle_finger.BMP,543__M_Left_little_finger_Obl_1.BMP,0
076_7_1.tif,076_7_8.tif,1
012_8_1.tif,027_10_5.tif,0
078_2.tif,078_8.tif,1
400__M_Left_thumb_finger.BMP,400__M_Left_thumb_finger_Zcut_2.BMP,1
107_3.tif,016_4.tif,0
386__M_Right_index_finger.BMP,157__M_Left_ring_finger_Zcut_1.BMP,0
044_7.tif,035_6.tif,0
071_8.tif,093_7.tif,0
015_5.tif,002_3.tif,0
012_4_7.tif,012_7_6.tif,0
012_4_4.tif,022_5_1.tif,0
014_5.tif,059_2.tif,0
022_5_2.tif,022_8_5.tif,0
012_10_8.tif,076_3_1.tif,0
081_4.tif,071_5.tif,0
109_5.tif,119_4.tif,0
442__F_Left_middle_finger.BMP,442__F_Left_middle_finger_Obl_1.BMP,1
002_4.tif,075_3.tif,0
016_1.tif,111_3.tif,0
115__F_Right_thumb_finger.BMP,235__M_Left_middle_finger_CR_2.BMP,0
524__M_Left_middle_finger.BMP,524__M_Left_middle_finger_Obl_2.BMP,1
012_3_1.tif,076_1_3.tif,0
057_5_5.tif,076_5_1.tif,0
316__M_Left_little_finger.BMP,316__M_Left_little_finger_Zcut_3.BMP,1
045_1.tif,045_2.tif,1
022_5_1.tif,027_1_5.tif,0
050_3.tif,050_4.tif,1
008_1.tif,008_7.tif,1
102__M_Right_middle_finger.BMP,102__M_Right_middle_finger_Obl_3.BMP,1
013_10_3.tif,022_8_2.tif,0
599__M_Right_thumb_finger.BMP,599__M_Right_thumb_finger_CR_1.BMP,1
066_2.tif,096_6.tif,0
017_2_3.tif,022_5_1.tif,0
505__M_Right_index_finger.BMP,505__M_Right_index_finger_Zcut_3.BMP,1
118_1.tif,099_6.tif,0
022_2_7.tif,022_2_8.tif,1
022_5_6.tif,076_8_1.tif,0
87__M_Right_middle_finger.BMP,87__M_Right_middle_finger_CR_2.BMP,1
088_8.tif,017_5.tif,0
112_5.tif,065_6.tif,0
325__M_Left_index_finger.BMP,475__M_Left_thumb_finger_CR_2.BMP,0
012_1_5.tif,013_7_3.tif,0
012_5_8.tif,012_7_4.tif,0
376__F_Left_middle_finger.BMP,376__F_Left_middle_finger_Zcut_2.BMP,1
077_7.tif,104_8.tif,0
089_5.tif,017_4.tif,0
012_4_1.tif,076_1_5.tif,0
007_3.tif,059_8.tif,0
035_5.tif,035_6.tif,1
092_8.tif,084_8.tif,0
013_10_1.tif,057_1_2.tif,0
099_4.tif,099_7.tif,1
254__M_Right_little_finger.BMP,363__M_Right_ring_finger_Obl_3.BMP,0
295__M_Right_little_finger.BMP,133__M_Left_little_finger_CR_3.BMP,0
100__M_Left_index_finger.BMP,100__M_Left_index_finger_CR_1.BMP,1
287__M_Right_ring_finger.BMP,511__M_Right_little_finger_CR_3.BMP,0
049_4.tif,034_2.tif,0
017_8_6.tif,027_4_3.tif,0
047_3.tif,118_6.tif,0
094_2.tif,094_4.tif,1
064_2.tif,064_3.tif,1
044_1.tif,076_8.tif,0
012_4_7.tif,057_5_3.tif,0
093_4.tif,093_5.tif,1
114_3.tif,114_8.tif,1
022_3.tif,022_8.tif,1
18__M_Left_index_finger.BMP,18__M_Left_index_finger_CR_1.BMP,1
027_5_3.tif,076_5_2.tif,0
079_5.tif,109_8.tif,0
077_7.tif,029_6.tif,0
077_8.tif,080_3.tif,0
012_10_1.tif,017_9_3.tif,0
407__M_Left_little_finger.BMP,407__M_Left_little_finger_Zcut_3.BMP,1
101_7.tif,101_8.tif,1
185__M_Right_little_finger.BMP,27__M_Left_middle_finger_Obl_2.BMP,0
066_1.tif,066_6.tif,1
012_7_5.tif,012_8_5.tif,0
024_4.tif,069_3.tif,0
110__F_Right_middle_finger.BMP,110__F_Right_middle_finger_Zcut_1.BMP,1
012_1_7.tif,013_3_8.tif,0
004_1.tif,116_6.tif,0
017_4_7.tif,057_3_1.tif,0
045_5.tif,059_5.tif,0
011_3.tif,022_3.tif,0
254__M_Right_ring_finger.BMP,169__F_Right_middle_finger_Zcut_3.BMP,0
022_3_1.tif,027_5_1.tif,0
090_1.tif,021_5.tif,0
017_4_8.tif,027_9_5.tif,0
029_7.tif,091_8.tif,0
029_5.tif,041_5.tif,0
027_5_2.tif,027_5_6.tif,1
354__M_Right_thumb_finger.BMP,4__M_Left_index_finger_Zcut_1.BMP,0
169__F_Left_ring_finger.BMP,205__F_Right_index_finger_CR_3.BMP,0
156__F_Left_index_finger.BMP,156__F_Left_index_finger_Obl_3.BMP,1
084_4.tif,084_7.tif,1
141__F_Right_little_finger.BMP,193__M_Left_ring_finger_Zcut_1.BMP,0
012_10_6.tif,076_7_2.tif,0
013_9_6.tif,022_9_5.tif,0
023_2.tif,049_6.tif,0
027_8_1.tif,027_8_3.tif,1
145__M_Right_ring_finger.BMP,145__M_Right_ring_finger_Zcut_2.BMP,1
012_2_7.tif,022_10_2.tif,0
293__F_Right_little_finger.BMP,293__F_Right_little_finger_CR_2.BMP,1
194__M_Right_little_finger.BMP,194__M_Right_little_finger_CR_1.BMP,1
098_5.tif,017_2.tif,0
326__M_Right_little_finger.BMP,326__M_Right_little_finger_CR_2.BMP,1
066_4.tif,080_5.tif,0
006_1.tif,006_3.tif,1
017_9_8.tif,022_4_7.tif,0
076_3_2.tif,076_3_6.tif,1
022_7_8.tif,027_3_4.tif,0
328__M_Left_ring_finger.BMP,328__M_Left_ring_finger_CR_3.BMP,1
057_3_3.tif,057_3_5.tif,1
013_2_3.tif,017_6_3.tif,0
585__M_Left_ring_finger.BMP,585__M_Left_ring_finger_Zcut_3.BMP,1
16__M_Right_little_finger.BMP,316__M_Left_thumb_finger_CR_3.BMP,0
058_5.tif,036_5.tif,0
044_8.tif,047_5.tif,0
054_1.tif,076_2.tif,0
080_2.tif,080_7.tif,1
83__M_Right_index_finger.BMP,83__M_Right_index_finger_Obl_1.BMP,1
091_6.tif,097_8.tif,0
105_4.tif,105_5.tif,1
072_2.tif,072_8.tif,1
012_7_7.tif,012_8_6.tif,0
012_6_5.tif,017_8_4.tif,0
057_7.tif,117_1.tif,0
012_2_8.tif,022_5_6.tif,0
109_5.tif,071_2.tif,0
373__M_Left_index_finger.BMP,373__M_Left_index_finger_Obl_2.BMP,1
059_8.tif,104_8.tif,0
30__F_Right_middle_finger.BMP,30__F_Right_middle_finger_CR_2.BMP,1
022_8_6.tif,057_1_8.tif,0
053_2.tif,038_7.tif,0
022_9_8.tif,076_7_5.tif,0
065_4.tif,047_5.tif,0
012_5_2.tif,076_5_5.tif,0
100_5.tif,097_4.tif,0
057_1.tif,057_4.tif,1
031_4.tif,036_2.tif,0
240__F_Right_little_finger.BMP,240__F_Right_little_finger_Zcut_3.BMP,1
112_8.tif,079_7.tif,0
120_2.tif,107_2.tif,0
017_8_7.tif,057_4_2.tif,0
013_1_2.tif,027_3_3.tif,0
073_3.tif,073_7.tif,1
110_3.tif,110_4.tif,1
052_5.tif,052_7.tif,1
061_5.tif,082_4.tif,0
108_5.tif,069_1.tif,0
013_2_3.tif,027_5_3.tif,0
012_3_2.tif,017_2_5.tif,0
010_3.tif,010_7.tif,1
370__M_Right_thumb_finger.BMP,460__M_Right_ring_finger_CR_3.BMP,0
044_1.tif,044_2.tif,1
005_4.tif,005_8.tif,1
113_3.tif,103_4.tif,0
013_3_8.tif,027_2_3.tif,0
074_1.tif,008_5.tif,0
023_5.tif,023_6.tif,1
260__M_Right_little_finger.BMP,260__M_Right_little_finger_Zcut_1.BMP,1
366__M_Left_middle_finger.BMP,158__M_Right_index_finger_Obl_3.BMP,0
089_3.tif,023_4.tif,0
017_5_2.tif,017_5_3.tif,1
012_6_1.tif,022_8_3.tif,0
022_6_7.tif,022_6_8.tif,1
005_1.tif,077_8.tif,0
039_5.tif,039_6.tif,1
149__F_Left_index_finger.BMP,149__F_Left_index_finger_CR_2.BMP,1
027_8.tif,093_3.tif,0
393__M_Left_little_finger.BMP,393__M_Left_little_finger_Obl_3.BMP,1
022_5_8.tif,076_1_1.tif,0
017_9_1.tif,017_9_7.tif,1
069_3.tif,076_8.tif,0
074_4.tif,074_5.tif,1
390__F_Left_middle_finger.BMP,390__F_Left_middle_finger_CR_2.BMP,1
013_2_2.tif,057_3_3.tif,0
027_4.tif,027_5.tif,1
289__F_Left_middle_finger.BMP,443__M_Right_thumb_finger_Zcut_3.BMP,0
036_5.tif,105_4.tif,0
015_3.tif,118_2.tif,0
258__M_Left_ring_finger.BMP,58__M_Left_index_finger_CR_2.BMP,0
416__M_Left_index_finger.BMP,416__M_Left_index_finger_Zcut_3.BMP,1
013_5_8.tif,076_7_2.tif,0
035_1.tif,035_5.tif,1
461__F_Right_middle_finger.BMP,461__F_Right_middle_finger_Obl_1.BMP,1
18__M_Right_index_finger.BMP,133__M_Left_little_finger_Obl_2.BMP,0
066_3.tif,045_4.tif,0
093_6.tif,039_7.tif,0
012_4_7.tif,012_5_1.tif,0
048_6.tif,080_8.tif,0
114_2.tif,015_1.tif,0
026_6.tif,072_8.tif,0
101_6.tif,101_7.tif,1
113_2.tif,014_6.tif,0
106_4.tif,106_6.tif,1
012_7_3.tif,022_1_1.tif,0
034_2.tif,089_1.tif,0
451__M_Right_little_finger.BMP,451__M_Right_little_finger_CR_3.BMP,1
237__M_Right_index_finger.BMP,111__M_Left_middle_finger_Obl_1.BMP,0
057_2_6.tif,057_3_4.tif,0
022_2_3.tif,027_8_7.tif,0
096_4.tif,096_7.tif,1
216__M_Left_thumb_finger.BMP,15__F_Left_little_finger_Zcut_3.BMP,0
464__M_Right_thumb_finger.BMP,464__M_Right_thumb_finger_Obl_2.BMP,1
057_2_7.tif,076_3_1.tif,0
066_8.tif,037_2.tif,0
068_5.tif,092_7.tif,0
052_6.tif,115_2.tif,0
013_9_3.tif,057_1_1.tif,0
056_7.tif,084_7.tif,0
022_6_3.tif,057_2_7.tif,0
012_1_7.tif,057_3_6.tif,0
012_6_2.tif,012_6_4.tif,1
015_3.tif,076_4.tif,0
372__M_Left_little_finger.BMP,372__M_Left_little_finger_Zcut_1.BMP,1
064_6.tif,045_8.tif,0
022_4_3.tif,022_4_7.tif,1
013_5_2.tif,013_5_5.tif,1
